job_title,job_company,job_location,job_summary
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
Senior Software Engineer- GOLang,Two95 International Inc.,Pakistan," Solid computer science fundamentals (theory, data structures, algorithms, design patterns).As a member of the mobile backend team, you will hack on the…"
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
"Senior React Native Mobile Developer Web3 (Islamabad, Pakist...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
iOS Developer,Harri Pakistan,Islamabad,Keep up-to-date with the latest mobile techniques and technologies.Communicate with the mobile product owner to to ship new features/Enhancements and technical…
Senior React Native Mobile Developer Web3,Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
Sr. iOS Developer,Novus Altair,Karachi,The job role requires carrying out all iOS development activities where work will be closely linked up with the project manager and product owner for all…
Senior Full Stack Software Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior AWS Back-End Developer,Circadia Health,Karachi,"Solid grasp of computer science, algorithms and data structures.Circadia develops proprietary hardware, software, and algorithms for early detection of…"
Senior Backend Engineer - .NET,VIDIZMO LLC,Karachi,"Backend Engineers create Web Application server stack that powers our various products, providing API to the front end, back, and front channel integrations…"
Senior SQA Automation Analyst,Contour Software,Lahore,Proficient using MySQL for querying data for validation.Zurple provides thousands of Realtors with a robust marketing automation platform.
Big Data Engineer,Harri Pakistan,Islamabad,"Also, you will be asked to maintain a hygiene and reliable Data Structure, Generate Reports and Prepare Data Sets for further analysis and Business Intelligence…"
Staff/ Senior Software Engineer - ROR - Afternoon Shift,10Pearls,Lahore,Have experience with asynchronous jobs and/or data pipelines (Sidekiq and/or Kafka preferred).Build vanilla Ruby on Rails web applications peppered with…
Node.js Developer ️,FixFirst,Islamabad,"Experience working with MySQL or PostgreSQL, also in data manipulation.Computer science or similar studies with completed Bachelor or Master degree."
Senior ReactJS Web Developer (Web),Enlyst Smart Recruiting,Karachi,Our mission is to collaborate with the innovative minds in data science and analytical companies to reduce the time to.
"Team-Lead React Native Mobile Developer Web3 (Islamabad, Pak...",Aldrin,Islamabad,"Have experience with best-in-class client-side data design and management, whether that’s experience with GraphQL/ Apollo or other such tools."
